unique location,lat,long
Frankel Dr ,1.316919,103.9153716
White House Pk,1.3161505,103.8226734
Glasgow Rd ,1.3612511,103.8782066
Jln Kelulut ,1.3831717,103.8755747
Jln Angklong ,1.3629732,103.8288192
Shaw Rd,1.336857,103.8846795
"Eastwood Green, Rd, Ter, Walk, Way",1.3228039,103.9561328
Jln Membina ,1.2834914,103.8266828
Kensington Pk Dr ,1.3678191,103.8696678
Marymount Ter ,1.349949,103.8402324
Ang Mo Kio Ave3 ,1.3689086,103.8572848
EdgefieldPlains ,1.4005857,103.9088722
Leicester Rd ,1.3298421,103.8676348
"Lor 1, 4 Realty Pk",1.3682475,103.889252
Lor 2 ToaPayoh ,1.3360505,103.8462992
Aroozoo Ln ,1.3537915,103.8828933
Old Airport Rd ,1.3077496,103.8859197
"Eastwood Ter, Way",1.3218063,103.9569024
Bukit Timah Rd ,1.3228014,103.8151035
Ang Mo Kio ,1.3691149,103.8454342
Hillview Ave,1.3596007,103.7638949
Upp S'goon Rd ,1.349128,103.8734316
West Coast Ln,1.31298,103.7590349
Stirling Rd ,1.2953328,103.8043994
Fidelio St,1.3190956,103.9229971
"Lor 37, 39Geylang",1.3163241,103.8899251
Harvey Ave ,1.3379769,103.9546419
Lor 16 Geylang,1.3112478,103.8799103
Surin Rd ,1.3556189,103.8801872
Joo Ave ,1.315322,103.8551676
Toa Payoh East ,1.3342046,103.8573472
Rochor Rd ,1.2993293,103.8570591
Rivervale Cres ,1.391581,103.9074777
S'goon Ctrl ,1.349128,103.8734316
Yishun St 61 ,1.4205827,103.8377255
Geylang Rd ,1.3134257,103.8837629
Corporation Dr,1.3330012,103.7231731
 Kurau Gr ,1.3118907,103.9150578
Jurong East St 21,1.3369686,103.7433703
How Sun Dr ,1.344532,103.8789432
Bedok Nth Ave3 ,1.3312609,103.9342774
"Pasir Ris Dr 3, Dr 4, Lk, Rise ",1.3750909,103.9534875
Jln Kelichap ,1.3468834,103.8813653
"Yunnan Cres, Dr 1, Dr 2, Dr 3",1.3359454,103.6914418
S'goon Nth Ave 1 ,1.3637712,103.8739389
Changi South Ave 1,1.336502,103.9631211
Poh Huat Dr ,1.36613,103.8811555
Rivervale Walk ,1.3835329,103.90074
Lor 5 ToaPayoh ,1.3365164,103.8527387
Sembawang Cl ,1.4474377,103.8173942
Bodmin Dr ,1.3619128,103.8623419
Hooper Rd ,1.3115677,103.8435575
Kaki Bt Ave 1,1.3347731,103.9077134
Geylang East Ave 1,1.3170783,103.8853186
Jurong WestAve 1 ,1.3510503,103.7209407
Choa Chu Kang Ctrl,1.3810208,103.7469358
Yishun Ind St 1 ,1.4372807,103.8432107
Jln Chempedak ,1.3710533,103.8294232
Jln Ulu Siglap,1.31458,103.927812
Begonia Dr,1.387128,103.8623338
Florissa Pk,1.38717,103.8353826
Upp Paya Lebar Rd ,1.3431579,103.8828346
"Hougang Ave 3,Hougang Ave 3",1.3524666,103.8908204
Jln Merah Saga ,1.3120656,103.7984352
Pasir Panjang Rd ,1.281157,103.7845215
Ford Ave ,1.3137853,103.7956801
Kang Ching Rd,1.3390798,103.7219436
Highgate Cres ,1.3401313,103.7660423
Kensington Park Dr,1.3678191,103.8696678
Jln Kurnia ,1.3449852,103.8835044
Bt Batok St 11,1.349818,103.7433344
Tampines St 42 ,1.3586058,103.9523818
Sims Ave ,1.3160559,103.887811
Jln Krian ,1.3241777,103.9157679
Bright Hill Rd ,1.3620529,103.8355253
Upp Cross St ,1.285455,103.8432978
Jln Rindu ,1.3457721,103.8769947
Cres Rd ,1.3037597,103.8931542
Westwood Ave ,1.3511997,103.6990227
Ang Mo Ko Ave 4 ,1.3763427,103.8394465
Berwick Dr ,1.3636994,103.8607998
Playfair Rd ,1.3353761,103.8861332
Jln Ikan Merah,1.3546471,103.8348953
Jln Kechot,1.321949,103.9068222
"Robin Cl, Walk ",1.3184252,103.8272704
Pulasan Rd ,1.3113672,103.9065825
Jln Tanah Puteh ,1.3161739,103.9306753
Grace Walk ,1.3583177,103.8687741
Tai Seng Ave,1.3377152,103.8906808
Phillips Ave ,1.3635947,103.8770577
Clementi Ave 5 ,1.317268,103.7680375
Jln Bangau ,1.3837573,103.8715861
Frankel Cl,1.3182785,103.9146352
Tampines St 82 ,1.3516141,103.9365762
Old Choa Chu Kang Rd,1.3717846,103.7053218
Poole Rd,1.3071399,103.8929063
"Pasir Ris Dr 4, Lk",1.3735869,103.9609009
"Lor 105, 106Changi",1.3450101,103.9832089
Eastwood Green ,1.3222849,103.954845
Pk Rd,1.2846728,103.8429692
Duku Rd ,1.3094759,103.9050407
Holland Ave ,1.3090088,103.7950497
Kew Cres ,1.3186212,103.9498788
Joo Chiat Ave ,1.3159035,103.9116366
Jln Ikan Merah ,1.3546471,103.8348953
"Lor 17, 21 Geylang",1.3134391,103.878668
Kurau Gr ,1.3118907,103.9150578
Vernon Pk,1.338838,103.8763884
Sembawang Dr ,1.4526468,103.8169578
Jln Loyang Besar,1.3785756,103.9606109
Geylang Bahru,1.3222623,103.8704758
Lowland Rd ,1.361151,103.8832573
Tampines St 83 ,1.353207,103.9344639
Marsiling Ln,1.4449026,103.7760819
"Eastwood Dr, Green, Rd, Ter, Walk, Way ",1.3233243,103.9557363
Seagull Walk ,1.3462844,103.9644666
Still Rd ,1.3128404,103.9069852
"Meragi Cl, Rd",1.343136,103.9599069
Dover Rise ,1.3041509,103.7848432
Choa Chu KangAve 3 ,1.3801285,103.7413747
Paya Lebar Cres,1.3485113,103.882639
"Jln Limau Manis, Nipis",1.3239882,103.9477558
Sembawang Pl ,1.4387513,103.8247125
Sgn Nth Ave 1,1.3682021,103.8727501
Clementi Ave 2 ,1.3114966,103.7675414
Bukit Batok St 31 ,1.3589162,103.7511175
Sembawang Cres ,1.4447308,103.8167416
St. George's Ln ,1.3223134,103.8617541
Lim Tua Tow Road,1.3547084,103.8761809
Hougang St 11,1.3519335,103.8801928
"Lor 16, 20, 22Geylang ",1.3118313,103.8795779
Teban Gdns ,1.3206924,103.7397778
Jln Tenggiri ,1.3077945,103.9143143
Lor Marican ,1.3221269,103.9083895
Tampines St 33 ,1.352159,103.9600783
Jln Berseh ,1.3073383,103.8574027
CompassvaleBow ,1.3815072,103.8936639
Brookvale Dr ,1.3296595,103.7686661
"Jln Gelenggang,Tarum ",1.3746426,103.8302701
S'goon Ave 3,1.349128,103.8734316
"Lor 32, 34Geylang ",1.3127845,103.8869213
Tampines St 42,1.3586058,103.9523818
Choa Chu Kang St 54 ,1.3947504,103.7490377
Chiap Guan Ave ,1.3610156,103.8758142
Anchorvale Ln ,1.3924246,103.8855334
Jln Limau Nipis ,1.3247578,103.9479966
Goodman Rd,1.3044379,103.8907701
Ang Mo Kio Ave 10,1.366942,103.856596
Island Gdns Walk ,1.3619496,103.8290949
Bishan St 25 ,1.3594942,103.8450099
Moonstone Ln,1.3277062,103.8659308
Lor 1 Toa Payoh ,1.3397621,103.8481821
Hythe Rd,1.3681539,103.8673828
Thiam Siew Ave,1.3108718,103.8957179
Pasir Ris Lk ,1.3720937,103.9473728
Medway Dr,1.3636459,103.8634469
Lor 37 Geylang ,1.3155179,103.8896641
Hendry Cl ,1.3594829,103.8813743
Bukit Batok East Ave 3 ,1.3445646,103.7581811
Holland Dr ,1.3098788,103.7929035
"Eng Kong Cres,Rd ",1.3354922,103.7690988
Admiralty Rd West,1.4560244,103.7986363
Haig Ave ,1.3079487,103.8993598
Defu Ln 9 ,1.3512164,103.8935144
Nathan Rd ,1.2962526,103.8257632
"Lor K, L TelokKurau",1.3122916,103.9108615
"Sunrise Ave, Dr, Ter ",1.3894442,103.8570017
Tampines St 41 ,1.3588468,103.9486549
"Ah Soo Gdn, Walk",1.3502098,103.8835225
Irrawaddy Rd,1.3228957,103.8455712
Ee Teow Leng Rd ,1.3580182,103.8781289
Leith Rd ,1.3618634,103.8750167
Wodlands Dr14 ,1.4316858,103.7915305
"Siglap Rd, Dr",1.313587,103.923105
